	_id	about	about_en	category	checked	description	description_en	engagement	error	id	likes	location	name	name_en	phone	phone_en	relevant	retrieved	start_info	start_info_clean	talking_about_count	website	website_en
1141	{u'$oid': u'561554bac5fd941973301f06'}			Local Business	[1446047169]			10		4.09706582504e+14	10.0	{u'latitude': 30.2558325, u'city': u'Al Obour', u'longitude': 31.4720712}	مدرسة مهربان علييفا	mehriban aliyeva school				1444238461.6			0.0		
1059	{u'$oid': u'5614fab5c5fd9419732ff89d'}			Community	[1445960372]			9		2.09795065709e+14	9.0		یار مهربان	sweetheart kind				1444215416.06			0.0		
909	{u'$oid': u'5612e7eac5fd9419732f8d21'}			Company	[1445917468]			9		1.43745078319e+15	9.0		كايرو     ملجا	cairo malaga			0.0	1444079527.16			0.0		
991	{u'$oid': u'56147eaac5fd9419732fb92f'}			Work Position	[1448985207]			8		2.3708317975e+14	8.0		مهرب	trafficker				1444183661.79			0.0		
791	{u'$oid': u'560665d9c5fd94556740f8ed'}			Community	[1445875512]			7		1.60628194296e+15	7.0		ريگاي اوروبا	raگaa europe				1443259799.42			0.0		
924	{u'$oid': u'5612f12fc5fd9419732f9a64'}			Local Business	[1448735417]			7		7.61068894006e+14	7.0	{u'latitude': 28.3201494282, u'longitude': 30.7118195746}	ملجأ الايتام	orphanage				1444081901.84			0.0		
727	{u'$oid': u'5605a440c5fd94556740c044'}		You are welcome to us in the pages we went to Europe and millet thousand Slguena eggs, potatoes	Community	[1445307803]			5		6.11519112324e+14	5.0		اوروبا والبطاطا	europe and potatoes				1443210220.29			0.0	http://www.aoroba.walbtata.com	http://www.aoroba.walbtata.com
1143	{u'$oid': u'56155552c5fd941973301f08'}			Local Business	[1446047315]			5		1.4625814546e+14	5.0	{u'latitude': 51.2974726812, u'city': u'Kassel', u'longitude': 9.44079024226, u'zip': u'34134', u'country': u'Germany'}	آرامگاه پدر بزرگوار و مهربان مان	tomb father and our kind				1444238608.98			0.0		
847	{u'$oid': u'5612863fc5fd9419732f6137'}			Community	[1445897729]			4		9.38494919556e+14	4.0		اللجوء والهجرة الى اوربا	asylum and immigration to europe				1444054516.9			0.0		
865	{u'$oid': u'561295c2c5fd9419732f7572'}		"Solutions emotional problems

Biggest group and mesh end Amaelchena Ehna Bnaraf Nmalh alone"	Community	[1445904296]			3		4.50747691793e+14	3.0		وعلى المتضرر اللجوء الى السماء	and the aggrieved to resort to the sky				1444058495.93			0.0		
73	{u'$oid': u'55fb5d98c5fd9455673c3c03'}			Community	[1444718248, 1449456274, 1449879363]			2		7.58007234327e+14	2.0		مهاجرون الى المانيا لنحمل حقائبنا ونترك هذا المكان فقط لنعيش بأمان	immigrants to germany to carry our bags and leave this place only to live safely				1442536852.83			0.0		
1122	{u'$oid': u'56154bc7c5fd941973301d7d'}			Community	[1446044957]			2		9.1475420525e+14	2.0		ای خدایی مهربانم	o god merciful				1444236170.49			0.0		
1140	{u'$oid': u'56155472c5fd941973301f05'}			Local Business	[1446047096]			2		1.96096910449e+14	2.0	{u'latitude': 32.8628042774, u'city': u'Deir Hanna', u'longitude': 35.3609289035, u'country': u'Israel'}	سهرانين علبردات  والارجيله مهربجه	sohranin albirdat and argela mehrabjah				1444238389.29			0.0		
977	{u'$oid': u'5614699ec5fd9419732fade7'}			Work Position	[1448907476]			1		4.61752873853e+14	1.0		مهرب سلاح	weapon smuggler				1444178273.66			0.0		
1046	{u'$oid': u'5614d21ac5fd9419732fe3f4'}			Community	[1445939294]			1		9.28374697233e+14	1.0		یاران یار مهربان	assistant fellowship kind				1444205016.82			0.0		
920	{u'$oid': u'5612efe5c5fd9419732f9a60'}			Local Business	[1448735117]			1		9.12366522139e+14	1.0	{u'latitude': 33.2524224119, u'city': u'Baghdad', u'longitude': 44.3362528458, u'country': u'Iraq'}	ملجأ العامرية	amiriya shelter				1444081572.01			0.0		
927	{u'$oid': u'5612f210c5fd9419732f9a67'}			Local Business	[1448735638]			1		5.37219686375e+14	1.0	{u'latitude': 31.9738578796, u'city': u'Amman', u'longitude': 35.8730773926, u'country': u'Jordan'}	ملجأ الدباس	dabbas refuge				1444082128.82			0.0		
933	{u'$oid': u'5612f3e5c5fd9419732f9a6e'}			Local Business	[1448736082]			1		3.74571022563e+14	1.0	{u'latitude': 32.8078649046, u'city': u'Shfar'am', u'longitude': 35.1742457708, u'country': u'Israel'}	ملجأ عصام حداد	shelter essam haddad				1444082600.54			0.0		
936	{u'$oid': u'5612f4cdc5fd9419732f9a71'}			Local Business	[1448736300]			1		2.65445153667e+14	1.0	{u'latitude': 41.0709690915, u'city': u'Istanbul', u'longitude': 28.9580984901, u'country': u'Turkey'}	ملجأ استنبول الدولي	international refuge istanbul				1444082828.15			0.0		
467	{u'$oid': u'56035367c5fd9455673fd52f'}			Community					{u'message': u'Unsupported get request. Please read the Graph API documentation at https://developers.facebook.com/docs/graph-api', u'code': 100, u'type': u'GraphMethodException', u'fbtrace_id': u'EqPkay1mtnE'}				حملة التبليغ عن منتحلي الجنسية السورية في أوروبا	report impersonators syrian nationality in europe campaign				1443058227.25					
